movieID;theaterID;showtime;date;seat;isMatinee;price
233414;AACGT;16:00;11/19;E13;True;$12.50
232154;AACGT;16:00;11/19;E14;True;$12.50
231675;AACGT;16:00;11/19;E15;True;$12.50
231120;AACGT;16:00;11/19;E16;True;$12.50
233414;AACGT;16:00;11/19;F1;True;$12.50
232282;AACGT;16:00;11/19;F2;True;$12.50
50896;AACGT;16:00;11/19;F3;True;$12.50
233549;AACGT;16:00;11/19;F4;True;$12.50
23292;AACGT;16:00;11/19;F5;True;$12.50
233197;AACGT;16:00;11/19;F6;True;$12.50
233161;AACGT;16:00;11/19;F7;True;$12.50
233530;AACGT;16:00;11/19;F8;True;$12.50
99112;AACGT;16:00;11/19;F9;True;$12.50
232730;AACGT;16:00;11/19;F10;True;$12.50
233633;AACGT;16:00;11/19;F11;True;$12.50
230575;AACGT;16:00;11/19;F12;True;$12.50
233197;AACGT;16:00;11/19;F13;True;$12.50
232097;AACGT;16:00;11/19;F14;True;$12.50
233549;AACGT;16:00;11/19;F15;True;$12.50
233341;AACGT;16:00;11/19;F16;True;$12.50
232271;AACGT;16:00;11/19;G1;True;$12.50
233549;AACGT;16:00;11/19;G2;True;$12.50
230575;AACGT;16:00;11/19;G3;True;$12.50
227532;AACGT;16:00;11/19;G4;True;$12.50
233341;AACGT;16:00;11/19;G5;True;$12.50
231120;AACGT;16:00;11/19;G6;True;$12.50
232218;AACGT;16:00;11/19;G7;True;$12.50
232024;AACGT;16:00;11/19;G8;True;$12.50
233341;AACGT;16:00;11/19;G9;True;$12.50
231120;AACGT;16:00;11/19;G10;True;$12.50
232024;AACGT;16:00;11/19;G11;True;$12.50
233881;AACGT;16:00;11/19;G12;True;$12.50
185727;AACGT;16:00;11/19;G13;True;$12.50
233462;AACGT;16:00;11/19;G14;True;$12.50
233633;AACGT;16:00;11/19;G15;True;$12.50
232577;AACGT;16:00;11/19;G16;True;$12.50
232297;AACGT;16:00;11/19;H1;True;$12.50
231534;AACGT;16:00;11/19;H2;True;$12.50
233161;AACGT;16:00;11/19;H3;True;$12.50
231675;AACGT;16:00;11/19;H4;True;$12.50
232218;AACGT;16:00;11/19;H5;True;$12.50
231938;AACGT;16:00;11/19;H6;True;$12.50
233462;AACGT;16:00;11/19;H7;True;$12.50
232282;AACGT;16:00;11/19;H8;True;$12.50
233549;AACGT;16:00;11/19;H9;True;$12.50
233341;AACGT;16:00;11/19;H10;True;$12.50
231997;AACGT;16:00;11/19;H11;True;$12.50
233759;AACGT;16:00;11/19;H12;True;$12.50
233462;AACGT;16:00;11/19;H13;True;$12.50
230575;AACGT;16:00;11/19;H14;True;$12.50
233759;AACGT;16:00;11/19;H15;True;$12.50
232271;AACGT;16:00;11/19;H16;True;$12.50
233161;AACGT;16:00;11/19;I1;True;$12.50
232141;AACGT;16:00;11/19;I2;True;$12.50
231534;AACGT;16:00;11/19;I3;True;$12.50
99112;AACGT;16:00;11/19;I4;True;$12.50
2023;AACGT;16:00;11/19;I5;True;$12.50
232282;AACGT;16:00;11/19;I6;True;$12.50
231675;AACGT;16:00;11/19;I7;True;$12.50
231938;AACGT;16:00;11/19;I8;True;$12.50
50896;AACGT;16:00;11/19;I9;True;$12.50
233549;AACGT;16:00;11/19;I10;True;$12.50
233161;AACGT;16:00;11/19;I11;True;$12.50
233861;AACGT;16:00;11/19;I12;True;$12.50
233347;AACGT;16:00;11/19;I13;True;$12.50
231534;AACGT;16:00;11/19;I14;True;$12.50
231059;AACGT;16:00;11/19;I15;True;$12.50
227748;AACGT;16:00;11/19;I16;True;$12.50
232580;AACGT;16:00;11/19;J1;True;$12.50
231976;AACGT;16:00;11/19;J2;True;$12.50
231120;AACGT;16:00;11/19;J3;True;$12.50
231997;AACGT;16:00;11/19;J4;True;$12.50
233462;AACGT;16:00;11/19;J5;True;$12.50
232154;AACGT;16:00;11/19;J6;True;$12.50
233462;AACGT;16:00;11/19;J7;True;$12.50
233634;AACGT;16:00;11/19;J8;True;$12.50
233530;AACGT;16:00;11/19;J9;True;$12.50
232898;AACGT;16:00;11/19;J10;True;$12.50
233347;AACGT;16:00;11/19;J11;True;$12.50
233881;AACGT;16:00;11/19;J12;True;$12.50
232154;AACGT;16:00;11/19;J13;True;$12.50
50896;AACGT;16:00;11/19;J14;True;$12.50
232297;AACGT;16:00;11/19;J15;True;$12.50
2023;AACGT;16:00;11/19;J16;True;$12.50
185727;AACGT;16:00;11/19;K1;True;$12.50
233462;AACGT;16:00;11/19;K2;True;$12.50
232282;AACGT;16:00;11/19;K3;True;$12.50
231997;AACGT;16:00;11/19;K4;True;$12.50
233530;AACGT;16:00;11/19;K5;True;$12.50
233473;AACGT;16:00;11/19;K6;True;$12.50
232271;AACGT;16:00;11/19;K7;True;$12.50
232014;AACGT;16:00;11/19;K8;True;$12.50
23292;AACGT;16:00;11/19;K9;True;$12.50
232141;AACGT;16:00;11/19;K10;True;$12.50
233634;AACGT;16:00;11/19;K11;True;$12.50
231675;AACGT;16:00;11/19;K12;True;$12.50
233341;AACGT;16:00;11/19;K13;True;$12.50
231534;AACGT;16:00;11/19;K14;True;$12.50
233341;AACGT;16:00;11/19;K15;True;$12.50
233414;AACGT;16:00;11/19;K16;True;$12.50
233473;AACGT;16:00;11/19;L1;True;$12.50
233197;AACGT;16:00;11/19;L2;True;$12.50
232024;AACGT;16:00;11/19;L3;True;$12.50
232297;AACGT;16:00;11/19;L4;True;$12.50
233341;AACGT;16:00;11/19;L5;True;$12.50
231120;AACGT;16:00;11/19;L6;True;$12.50
233807;AACGT;16:00;11/19;L7;True;$12.50
233893;AACGT;16:00;11/19;L8;True;$12.50
232014;AACGT;16:00;11/19;L9;True;$12.50
231675;AACGT;16:00;11/19;L10;True;$12.50
216918;AACGT;16:00;11/19;L11;True;$12.50
233530;AACGT;16:00;11/19;L12;True;$12.50
233341;AACGT;16:00;11/19;L13;True;$12.50
232014;AACGT;16:00;11/19;L14;True;$12.50
233861;AACGT;16:00;11/19;L15;True;$12.50
23292;AACGT;16:00;11/19;L16;True;$12.50
99112;AACGT;16:00;11/19;M1;True;$12.50
233759;AACGT;16:00;11/19;M2;True;$12.50
232097;AACGT;16:00;11/19;M3;True;$12.50
227532;AACGT;16:00;11/19;M4;True;$12.50
233633;AACGT;16:00;11/19;M5;True;$12.50
232730;AACGT;16:00;11/19;M6;True;$12.50
232097;AACGT;16:00;11/19;M7;True;$12.50
232730;AACGT;16:00;11/19;M8;True;$12.50
233341;AACGT;16:00;11/19;M9;True;$12.50
232218;AACGT;16:00;11/19;M10;True;$12.50
232297;AACGT;16:00;11/19;M11;True;$12.50
199151;AACGT;16:00;11/19;M12;True;$12.50
232154;AACGT;16:00;11/19;M13;True;$12.50
233473;AACGT;16:00;11/19;M14;True;$12.50
99112;AACGT;16:00;11/19;M15;True;$12.50
232577;AACGT;16:00;11/19;M16;True;$12.50
185727;AACGT;09:40;11/20;A1;True;$12.50
199151;AACGT;09:40;11/20;A2;True;$12.50
232577;AACGT;09:40;11/20;A3;True;$12.50
231976;AACGT;09:40;11/20;A4;True;$12.50
233341;AACGT;09:40;11/20;A5;True;$12.50
232297;AACGT;09:40;11/20;A6;True;$12.50
230575;AACGT;09:40;11/20;A7;True;$12.50
233462;AACGT;09:40;11/20;A8;True;$12.50
232271;AACGT;09:40;11/20;A9;True;$12.50
23292;AACGT;09:40;11/20;A10;True;$12.50
233341;AACGT;09:40;11/20;A11;True;$12.50
231120;AACGT;09:40;11/20;A12;True;$12.50
232282;AACGT;09:40;11/20;A13;True;$12.50
233462;AACGT;09:40;11/20;A14;True;$12.50
232282;AACGT;09:40;11/20;A15;True;$12.50
232701;AACGT;09:40;11/20;A16;True;$12.50
233861;AACGT;09:40;11/20;B1;True;$12.50
233759;AACGT;09:40;11/20;B2;True;$12.50
232701;AACGT;09:40;11/20;B3;True;$12.50
232014;AACGT;09:40;11/20;B4;True;$12.50
2023;AACGT;09:40;11/20;B5;True;$12.50
233347;AACGT;09:40;11/20;B6;True;$12.50
232580;AACGT;09:40;11/20;B7;True;$12.50
232271;AACGT;09:40;11/20;B8;True;$12.50
231976;AACGT;09:40;11/20;B9;True;$12.50
231997;AACGT;09:40;11/20;B10;True;$12.50
50896;AACGT;09:40;11/20;B11;True;$12.50
227748;AACGT;09:40;11/20;B12;True;$12.50
233893;AACGT;09:40;11/20;B13;True;$12.50
232282;AACGT;09:40;11/20;B14;True;$12.50
231938;AACGT;09:40;11/20;B15;True;$12.50
233341;AACGT;09:40;11/20;B16;True;$12.50
232097;AACGT;09:40;11/20;C1;True;$12.50
199151;AACGT;09:40;11/20;C2;True;$12.50
230575;AACGT;09:40;11/20;C3;True;$12.50
231997;AACGT;09:40;11/20;C4;True;$12.50
233807;AACGT;09:40;11/20;C5;True;$12.50
233161;AACGT;09:40;11/20;C6;True;$12.50
233633;AACGT;09:40;11/20;C7;True;$12.50
232282;AACGT;09:40;11/20;C8;True;$12.50
232154;AACGT;09:40;11/20;C9;True;$12.50
233634;AACGT;09:40;11/20;C10;True;$12.50
233807;AACGT;09:40;11/20;C11;True;$12.50
233197;AACGT;09:40;11/20;C12;True;$12.50
233881;AACGT;09:40;11/20;C13;True;$12.50
233807;AACGT;09:40;11/20;C14;True;$12.50
232432;AACGT;09:40;11/20;C15;True;$12.50
233161;AACGT;09:40;11/20;C16;True;$12.50
233414;AACGT;09:40;11/20;D1;True;$12.50
233341;AACGT;09:40;11/20;D2;True;$12.50
233861;AACGT;09:40;11/20;D3;True;$12.50
233341;AACGT;09:40;11/20;D4;True;$12.50
233473;AACGT;09:40;11/20;D5;True;$12.50
231976;AACGT;09:40;11/20;D6;True;$12.50
232154;AACGT;09:40;11/20;D7;True;$12.50
227532;AACGT;09:40;11/20;D8;True;$12.50
185727;AACGT;09:40;11/20;D9;True;$12.50
233759;AACGT;09:40;11/20;D10;True;$12.50
232898;AACGT;09:40;11/20;D11;True;$12.50
232577;AACGT;09:40;11/20;D12;True;$12.50
233197;AACGT;09:40;11/20;D13;True;$12.50
233549;AACGT;09:40;11/20;D14;True;$12.50
99112;AACGT;09:40;11/20;D15;True;$12.50
231997;AACGT;09:40;11/20;D16;True;$12.50
233634;AACGT;09:40;11/20;E1;True;$12.50
232271;AACGT;09:40;11/20;E2;True;$12.50
99112;AACGT;09:40;11/20;E3;True;$12.50
231976;AACGT;09:40;11/20;E4;True;$12.50
232701;AACGT;09:40;11/20;E5;True;$12.50
233861;AACGT;09:40;11/20;E6;True;$12.50
23292;AACGT;09:40;11/20;E7;True;$12.50
233893;AACGT;09:40;11/20;E8;True;$12.50
232730;AACGT;09:40;11/20;E9;True;$12.50
230575;AACGT;09:40;11/20;E10;True;$12.50
232218;AACGT;09:40;11/20;E11;True;$12.50
232271;AACGT;09:40;11/20;E12;True;$12.50
233341;AACGT;09:40;11/20;E13;True;$12.50
232577;AACGT;09:40;11/20;E14;True;$12.50
232282;AACGT;09:40;11/20;E15;True;$12.50
233530;AACGT;09:40;11/20;E16;True;$12.50
231938;AACGT;09:40;11/20;F1;True;$12.50
231059;AACGT;09:40;11/20;F2;True;$12.50
231997;AACGT;09:40;11/20;F3;True;$12.50
232730;AACGT;09:40;11/20;F4;True;$12.50
232282;AACGT;09:40;11/20;F5;True;$12.50
231059;AACGT;09:40;11/20;F6;True;$12.50
2023;AACGT;09:40;11/20;F7;True;$12.50
232701;AACGT;09:40;11/20;F8;True;$12.50
233197;AACGT;09:40;11/20;F9;True;$12.50
231938;AACGT;09:40;11/20;F10;True;$12.50
231059;AACGT;09:40;11/20;F11;True;$12.50
232701;AACGT;09:40;11/20;F12;True;$12.50
233549;AACGT;09:40;11/20;F13;True;$12.50
216918;AACGT;09:40;11/20;F14;True;$12.50
232580;AACGT;09:40;11/20;F15;True;$12.50
50896;AACGT;09:40;11/20;F16;True;$12.50
232097;AACGT;09:40;11/20;G1;True;$12.50
232097;AACGT;09:40;11/20;G2;True;$12.50
232898;AACGT;09:40;11/20;G3;True;$12.50
233473;AACGT;09:40;11/20;G4;True;$12.50
232730;AACGT;09:40;11/20;G5;True;$12.50
231997;AACGT;09:40;11/20;G6;True;$12.50
233347;AACGT;09:40;11/20;G7;True;$12.50
232141;AACGT;09:40;11/20;G8;True;$12.50
23292;AACGT;09:40;11/20;G9;True;$12.50
233530;AACGT;09:40;11/20;G10;True;$12.50
232577;AACGT;09:40;11/20;G11;True;$12.50
233462;AACGT;09:40;11/20;G12;True;$12.50
232218;AACGT;09:40;11/20;G13;True;$12.50
231714;AACGT;09:40;11/20;G14;True;$12.50
233347;AACGT;09:40;11/20;G15;True;$12.50
233893;AACGT;09:40;11/20;G16;True;$12.50
233161;AACGT;09:40;11/20;H1;True;$12.50
99112;AACGT;09:40;11/20;H2;True;$12.50
233861;AACGT;09:40;11/20;H3;True;$12.50
231997;AACGT;09:40;11/20;H4;True;$12.50
23292;AACGT;09:40;11/20;H5;True;$12.50
233197;AACGT;09:40;11/20;H6;True;$12.50
233462;AACGT;09:40;11/20;H7;True;$12.50
233633;AACGT;09:40;11/20;H8;True;$12.50
232024;AACGT;09:40;11/20;H9;True;$12.50
227532;AACGT;09:40;11/20;H10;True;$12.50
230575;AACGT;09:40;11/20;H11;True;$12.50
233759;AACGT;09:40;11/20;H12;True;$12.50
2023;AACGT;09:40;11/20;H13;True;$12.50
233197;AACGT;09:40;11/20;H14;True;$12.50
231059;AACGT;09:40;11/20;H15;True;$12.50
232218;AACGT;09:40;11/20;H16;True;$12.50
233807;AACGT;09:40;11/20;I1;True;$12.50
23292;AACGT;09:40;11/20;I2;True;$12.50
232271;AACGT;09:40;11/20;I3;True;$12.50
232271;AACGT;09:40;11/20;I4;True;$12.50
232024;AACGT;09:40;11/20;I5;True;$12.50
232297;AACGT;09:40;11/20;I6;True;$12.50
232577;AACGT;09:40;11/20;I7;True;$12.50
232432;AACGT;09:40;11/20;I8;True;$12.50
232014;AACGT;09:40;11/20;I9;True;$12.50
2023;AACGT;09:40;11/20;I10;True;$12.50
233759;AACGT;09:40;11/20;I11;True;$12.50
233197;AACGT;09:40;11/20;I12;True;$12.50
232271;AACGT;09:40;11/20;I13;True;$12.50
231938;AACGT;09:40;11/20;I14;True;$12.50
227748;AACGT;09:40;11/20;I15;True;$12.50
233161;AACGT;09:40;11/20;I16;True;$12.50
233197;AACGT;09:40;11/20;J1;True;$12.50
233197;AACGT;09:40;11/20;J2;True;$12.50
233807;AACGT;09:40;11/20;J3;True;$12.50
233197;AACGT;09:40;11/20;J4;True;$12.50
232218;AACGT;09:40;11/20;J5;True;$12.50
23292;AACGT;09:40;11/20;J6;True;$12.50
99112;AACGT;09:40;11/20;J7;True;$12.50
233341;AACGT;09:40;11/20;J8;True;$12.50
231534;AACGT;09:40;11/20;J9;True;$12.50
227532;AACGT;09:40;11/20;J10;True;$12.50
232297;AACGT;09:40;11/20;J11;True;$12.50
232154;AACGT;09:40;11/20;J12;True;$12.50
231675;AACGT;09:40;11/20;J13;True;$12.50
233549;AACGT;09:40;11/20;J14;True;$12.50
50896;AACGT;09:40;11/20;J15;True;$12.50
231976;AACGT;09:40;11/20;J16;True;$12.50
233161;AACGT;09:40;11/20;K1;True;$12.50
199151;AACGT;09:40;11/20;K2;True;$12.50
216918;AACGT;09:40;11/20;K3;True;$12.50
232432;AACGT;09:40;11/20;K4;True;$12.50
227748;AACGT;09:40;11/20;K5;True;$12.50
50896;AACGT;09:40;11/20;K6;True;$12.50
231976;AACGT;09:40;11/20;K7;True;$12.50
233807;AACGT;09:40;11/20;K8;True;$12.50
232580;AACGT;09:40;11/20;K9;True;$12.50
233633;AACGT;09:40;11/20;K10;True;$12.50
232218;AACGT;09:40;11/20;K11;True;$12.50
232432;AACGT;09:40;11/20;K12;True;$12.50
232297;AACGT;09:40;11/20;K13;True;$12.50
230575;AACGT;09:40;11/20;K14;True;$12.50
231976;AACGT;09:40;11/20;K15;True;$12.50
23292;AACGT;09:40;11/20;K16;True;$12.50
230575;AACGT;09:40;11/20;L1;True;$12.50
232297;AACGT;09:40;11/20;L2;True;$12.50
232097;AACGT;09:40;11/20;L3;True;$12.50
232282;AACGT;09:40;11/20;L4;True;$12.50
23292;AACGT;09:40;11/20;L5;True;$12.50
231976;AACGT;09:40;11/20;L6;True;$12.50
23292;AACGT;09:40;11/20;L7;True;$12.50
50896;AACGT;09:40;11/20;L8;True;$12.50
231675;AACGT;09:40;11/20;L9;True;$12.50
232580;AACGT;09:40;11/20;L10;True;$12.50
227748;AACGT;09:40;11/20;L11;True;$12.50
230575;AACGT;09:40;11/20;L12;True;$12.50
233341;AACGT;09:40;11/20;L13;True;$12.50
227748;AACGT;09:40;11/20;L14;True;$12.50
50896;AACGT;09:40;11/20;L15;True;$12.50
232898;AACGT;09:40;11/20;L16;True;$12.50
232024;AACGT;09:40;11/20;M1;True;$12.50
232701;AACGT;09:40;11/20;M2;True;$12.50
233861;AACGT;09:40;11/20;M3;True;$12.50
231714;AACGT;09:40;11/20;M4;True;$12.50
233341;AACGT;09:40;11/20;M5;True;$12.50
99112;AACGT;09:40;11/20;M6;True;$12.50
233634;AACGT;09:40;11/20;M7;True;$12.50
233473;AACGT;09:40;11/20;M8;True;$12.50
233414;AACGT;09:40;11/20;M9;True;$12.50
231997;AACGT;09:40;11/20;M10;True;$12.50
233881;AACGT;09:40;11/20;M11;True;$12.50
233759;AACGT;09:40;11/20;M12;True;$12.50
233861;AACGT;09:40;11/20;M13;True;$12.50
231120;AACGT;09:40;11/20;M14;True;$12.50
232730;AACGT;09:40;11/20;M15;True;$12.50
199151;AACGT;09:40;11/20;M16;True;$12.50
233807;AACGT;17:15;11/21;A1;True;$12.50
233549;AACGT;17:15;11/21;A2;True;$12.50
216918;AACGT;17:15;11/21;A3;True;$12.50
232282;AACGT;17:15;11/21;A4;True;$12.50
232218;AACGT;17:15;11/21;A5;True;$12.50
227532;AACGT;17:15;11/21;A6;True;$12.50
216918;AACGT;17:15;11/21;A7;True;$12.50
232297;AACGT;17:15;11/21;A8;True;$12.50
231059;AACGT;17:15;11/21;A9;True;$12.50
232577;AACGT;17:15;11/21;A10;True;$12.50
99112;AACGT;17:15;11/21;A11;True;$12.50
232701;AACGT;17:15;11/21;A12;True;$12.50
233881;AACGT;17:15;11/21;A13;True;$12.50
233414;AACGT;17:15;11/21;A14;True;$12.50
233414;AACGT;17:15;11/21;A15;True;$12.50
232898;AACGT;17:15;11/21;A16;True;$12.50
50896;AACGT;17:15;11/21;B1;True;$12.50
231120;AACGT;17:15;11/21;B2;True;$12.50
23292;AACGT;17:15;11/21;B3;True;$12.50
232282;AACGT;17:15;11/21;B4;True;$12.50
232141;AACGT;17:15;11/21;B5;True;$12.50
227532;AACGT;17:15;11/21;B6;True;$12.50
227532;AACGT;17:15;11/21;B7;True;$12.50
233462;AACGT;17:15;11/21;B8;True;$12.50
233530;AACGT;17:15;11/21;B9;True;$12.50
199151;AACGT;17:15;11/21;B10;True;$12.50
232577;AACGT;17:15;11/21;B11;True;$12.50
231938;AACGT;17:15;11/21;B12;True;$12.50
199151;AACGT;17:15;11/21;B13;True;$12.50
232097;AACGT;17:15;11/21;B14;True;$12.50
50896;AACGT;17:15;11/21;B15;True;$12.50
233347;AACGT;17:15;11/21;B16;True;$12.50
233473;AACGT;17:15;11/21;C1;True;$12.50
233462;AACGT;17:15;11/21;C2;True;$12.50
233893;AACGT;17:15;11/21;C3;True;$12.50
232218;AACGT;17:15;11/21;C4;True;$12.50
232141;AACGT;17:15;11/21;C5;True;$12.50
233893;AACGT;17:15;11/21;C6;True;$12.50
233881;AACGT;17:15;11/21;C7;True;$12.50
232141;AACGT;17:15;11/21;C8;True;$12.50
185727;AACGT;17:15;11/21;C9;True;$12.50
233161;AACGT;17:15;11/21;C10;True;$12.50
185727;AACGT;17:15;11/21;C11;True;$12.50
233861;AACGT;17:15;11/21;C12;True;$12.50
232154;AACGT;17:15;11/21;C13;True;$12.50
231059;AACGT;17:15;11/21;C14;True;$12.50
232282;AACGT;17:15;11/21;C15;True;$12.50
232014;AACGT;17:15;11/21;C16;True;$12.50
232014;AACGT;17:15;11/21;D1;True;$12.50
233759;AACGT;17:15;11/21;D2;True;$12.50
233530;AACGT;17:15;11/21;D3;True;$12.50
233530;AACGT;17:15;11/21;D4;True;$12.50
232141;AACGT;17:15;11/21;D5;True;$12.50
232730;AACGT;17:15;11/21;D6;True;$12.50
231714;AACGT;17:15;11/21;D7;True;$12.50
227532;AACGT;17:15;11/21;D8;True;$12.50
233881;AACGT;17:15;11/21;D9;True;$12.50
231714;AACGT;17:15;11/21;D10;True;$12.50
233414;AACGT;17:15;11/21;D11;True;$12.50
232154;AACGT;17:15;11/21;D12;True;$12.50
232701;AACGT;17:15;11/21;D13;True;$12.50
233807;AACGT;17:15;11/21;D14;True;$12.50
185727;AACGT;17:15;11/21;D15;True;$12.50
99112;AACGT;17:15;11/21;D16;True;$12.50
231120;AACGT;17:15;11/21;E1;True;$12.50
233473;AACGT;17:15;11/21;E2;True;$12.50
232141;AACGT;17:15;11/21;E3;True;$12.50
2023;AACGT;17:15;11/21;E4;True;$12.50
233161;AACGT;17:15;11/21;E5;True;$12.50
231675;AACGT;17:15;11/21;E6;True;$12.50
231534;AACGT;17:15;11/21;E7;True;$12.50
185727;AACGT;17:15;11/21;E8;True;$12.50
23292;AACGT;17:15;11/21;E9;True;$12.50
232701;AACGT;17:15;11/21;E10;True;$12.50
233807;AACGT;17:15;11/21;E11;True;$12.50
233881;AACGT;17:15;11/21;E12;True;$12.50
232701;AACGT;17:15;11/21;E13;True;$12.50
233881;AACGT;17:15;11/21;E14;True;$12.50
231976;AACGT;17:15;11/21;E15;True;$12.50
231534;AACGT;17:15;11/21;E16;True;$12.50
216918;AACGT;17:15;11/21;F1;True;$12.50
50896;AACGT;17:15;11/21;F2;True;$12.50
232898;AACGT;17:15;11/21;F3;True;$12.50
199151;AACGT;17:15;11/21;F4;True;$12.50
216918;AACGT;17:15;11/21;F5;True;$12.50
232898;AACGT;17:15;11/21;F6;True;$12.50
233341;AACGT;17:15;11/21;F7;True;$12.50
227532;AACGT;17:15;11/21;F8;True;$12.50
231120;AACGT;17:15;11/21;F9;True;$12.50
233414;AACGT;17:15;11/21;F10;True;$12.50
233473;AACGT;17:15;11/21;F11;True;$12.50
232271;AACGT;17:15;11/21;F12;True;$12.50
232580;AACGT;17:15;11/21;F13;True;$12.50
232577;AACGT;17:15;11/21;F14;True;$12.50
232297;AACGT;17:15;11/21;F15;True;$12.50
232730;AACGT;17:15;11/21;F16;True;$12.50
233881;AACGT;17:15;11/21;G1;True;$12.50
232024;AACGT;17:15;11/21;G2;True;$12.50
233759;AACGT;17:15;11/21;G3;True;$12.50
233807;AACGT;17:15;11/21;G4;True;$12.50
233861;AACGT;17:15;11/21;G5;True;$12.50
232297;AACGT;17:15;11/21;G6;True;$12.50
232282;AACGT;17:15;11/21;G7;True;$12.50
230575;AACGT;17:15;11/21;G8;True;$12.50
232218;AACGT;17:15;11/21;G9;True;$12.50
227532;AACGT;17:15;11/21;G10;True;$12.50
233347;AACGT;17:15;11/21;G11;True;$12.50
231534;AACGT;17:15;11/21;G12;True;$12.50
232271;AACGT;17:15;11/21;G13;True;$12.50
233549;AACGT;17:15;11/21;G14;True;$12.50
233462;AACGT;17:15;11/21;G15;True;$12.50
232898;AACGT;17:15;11/21;G16;True;$12.50
231059;AACGT;17:15;11/21;H1;True;$12.50
233633;AACGT;17:15;11/21;H2;True;$12.50
23292;AACGT;17:15;11/21;H3;True;$12.50
2023;AACGT;17:15;11/21;H4;True;$12.50
232271;AACGT;17:15;11/21;H5;True;$12.50
2023;AACGT;17:15;11/21;H6;True;$12.50
232432;AACGT;17:15;11/21;H7;True;$12.50
185727;AACGT;17:15;11/21;H8;True;$12.50
