movieID,theaterID,showtime,seat,isMatinee
231059,AAECS,10:00,I12,True
231120,AAECS,10:00,I13,True
233414,AAECS,10:00,I14,True
50896,AAECS,10:00,I15,True
232014,AAECS,10:00,I16,True
231120,AAECS,10:00,J1,True
232024,AAECS,10:00,J2,True
231059,AAECS,10:00,J3,True
233473,AAECS,10:00,J4,True
231997,AAECS,10:00,J5,True
232577,AAECS,10:00,J6,True
231675,AAECS,10:00,J7,True
233473,AAECS,10:00,J8,True
233861,AAECS,10:00,J9,True
233861,AAECS,10:00,J10,True
232282,AAECS,10:00,J11,True
232014,AAECS,10:00,J12,True
232297,AAECS,10:00,J13,True
99112,AAECS,10:00,J14,True
233893,AAECS,10:00,J15,True
50896,AAECS,10:00,J16,True
232014,AAECS,10:00,K1,True
233347,AAECS,10:00,K2,True
233893,AAECS,10:00,K3,True
233881,AAECS,10:00,K4,True
233197,AAECS,10:00,K5,True
233473,AAECS,10:00,K6,True
233530,AAECS,10:00,K7,True
233197,AAECS,10:00,K8,True
232154,AAECS,10:00,K9,True
231714,AAECS,10:00,K10,True
233161,AAECS,10:00,K11,True
232024,AAECS,10:00,K12,True
50896,AAECS,10:00,K13,True
233861,AAECS,10:00,K14,True
232271,AAECS,10:00,K15,True
227532,AAECS,10:00,K16,True
233549,AAECS,10:00,L1,True
233633,AAECS,10:00,L2,True
232730,AAECS,10:00,L3,True
233881,AAECS,10:00,L4,True
232154,AAECS,10:00,L5,True
227532,AAECS,10:00,L6,True
231675,AAECS,10:00,L7,True
232282,AAECS,10:00,L8,True
231059,AAECS,10:00,L9,True
233347,AAECS,10:00,L10,True
233634,AAECS,10:00,L11,True
231059,AAECS,10:00,L12,True
199151,AAECS,10:00,L13,True
232282,AAECS,10:00,L14,True
232154,AAECS,10:00,L15,True
233414,AAECS,10:00,L16,True
216918,AAECS,10:00,M1,True
99112,AAECS,10:00,M2,True
50896,AAECS,10:00,M3,True
232014,AAECS,10:00,M4,True
233861,AAECS,10:00,M5,True
230575,AAECS,10:00,M6,True
233881,AAECS,10:00,M7,True
233807,AAECS,10:00,M8,True
232701,AAECS,10:00,M9,True
2023,AAECS,10:00,M10,True
23292,AAECS,10:00,M11,True
233530,AAECS,10:00,M12,True
232014,AAECS,10:00,M13,True
233549,AAECS,10:00,M14,True
232701,AAECS,10:00,M15,True
231997,AAECS,10:00,M16,True
232024,AAECS,09:15,A1,True
231534,AAECS,09:15,A2,True
231976,AAECS,09:15,A3,True
232271,AAECS,09:15,A4,True
232580,AAECS,09:15,A5,True
231059,AAECS,09:15,A6,True
233759,AAECS,09:15,A7,True
232271,AAECS,09:15,A8,True
232730,AAECS,09:15,A9,True
231059,AAECS,09:15,A10,True
233347,AAECS,09:15,A11,True
233414,AAECS,09:15,A12,True
231059,AAECS,09:15,A13,True
233473,AAECS,09:15,A14,True
99112,AAECS,09:15,A15,True
23292,AAECS,09:15,A16,True
233341,AAECS,09:15,B1,True
233530,AAECS,09:15,B2,True
2023,AAECS,09:15,B3,True
216918,AAECS,09:15,B4,True
231059,AAECS,09:15,B5,True
231976,AAECS,09:15,B6,True
233759,AAECS,09:15,B7,True
233861,AAECS,09:15,B8,True
233634,AAECS,09:15,B9,True
232014,AAECS,09:15,B10,True
233633,AAECS,09:15,B11,True
232297,AAECS,09:15,B12,True
50896,AAECS,09:15,B13,True
232271,AAECS,09:15,B14,True
232271,AAECS,09:15,B15,True
233807,AAECS,09:15,B16,True
231997,AAECS,09:15,C1,True
227532,AAECS,09:15,C2,True
232898,AAECS,09:15,C3,True
232580,AAECS,09:15,C4,True
232898,AAECS,09:15,C5,True
232297,AAECS,09:15,C6,True
231938,AAECS,09:15,C7,True
233759,AAECS,09:15,C8,True
232577,AAECS,09:15,C9,True
233634,AAECS,09:15,C10,True
227748,AAECS,09:15,C11,True
231059,AAECS,09:15,C12,True
99112,AAECS,09:15,C13,True
233347,AAECS,09:15,C14,True
233549,AAECS,09:15,C15,True
233462,AAECS,09:15,C16,True
233347,AAECS,09:15,D1,True
232097,AAECS,09:15,D2,True
233893,AAECS,09:15,D3,True
232701,AAECS,09:15,D4,True
233634,AAECS,09:15,D5,True
233881,AAECS,09:15,D6,True
231714,AAECS,09:15,D7,True
233341,AAECS,09:15,D8,True
233881,AAECS,09:15,D9,True
231976,AAECS,09:15,D10,True
230575,AAECS,09:15,D11,True
231534,AAECS,09:15,D12,True
233530,AAECS,09:15,D13,True
230575,AAECS,09:15,D14,True
232730,AAECS,09:15,D15,True
233807,AAECS,09:15,D16,True
231059,AAECS,09:15,E1,True
232097,AAECS,09:15,E2,True
231938,AAECS,09:15,E3,True
232024,AAECS,09:15,E4,True
99112,AAECS,09:15,E5,True
232024,AAECS,09:15,E6,True
233549,AAECS,09:15,E7,True
233473,AAECS,09:15,E8,True
233341,AAECS,09:15,E9,True
185727,AAECS,09:15,E10,True
233759,AAECS,09:15,E11,True
233807,AAECS,09:15,E12,True
199151,AAECS,09:15,E13,True
233161,AAECS,09:15,E14,True
232898,AAECS,09:15,E15,True
232271,AAECS,09:15,E16,True
233462,AAECS,09:15,F1,True
233197,AAECS,09:15,F2,True
232580,AAECS,09:15,F3,True
232218,AAECS,09:15,F4,True
231714,AAECS,09:15,F5,True
233473,AAECS,09:15,F6,True
230575,AAECS,09:15,F7,True
232898,AAECS,09:15,F8,True
231714,AAECS,09:15,F9,True
233861,AAECS,09:15,F10,True
216918,AAECS,09:15,F11,True
231976,AAECS,09:15,F12,True
232154,AAECS,09:15,F13,True
231534,AAECS,09:15,F14,True
232141,AAECS,09:15,F15,True
232297,AAECS,09:15,F16,True
231059,AAECS,09:15,G1,True
231714,AAECS,09:15,G2,True
50896,AAECS,09:15,G3,True
232898,AAECS,09:15,G4,True
233861,AAECS,09:15,G5,True
233549,AAECS,09:15,G6,True
231534,AAECS,09:15,G7,True
232141,AAECS,09:15,G8,True
232014,AAECS,09:15,G9,True
233414,AAECS,09:15,G10,True
231976,AAECS,09:15,G11,True
231675,AAECS,09:15,G12,True
232271,AAECS,09:15,G13,True
231675,AAECS,09:15,G14,True
233759,AAECS,09:15,G15,True
233549,AAECS,09:15,G16,True
231059,AAECS,09:15,H1,True
233893,AAECS,09:15,H2,True
233634,AAECS,09:15,H3,True
233347,AAECS,09:15,H4,True
232701,AAECS,09:15,H5,True
233881,AAECS,09:15,H6,True
233462,AAECS,09:15,H7,True
232580,AAECS,09:15,H8,True
231997,AAECS,09:15,H9,True
233634,AAECS,09:15,H10,True
233861,AAECS,09:15,H11,True
232014,AAECS,09:15,H12,True
233161,AAECS,09:15,H13,True
23292,AAECS,09:15,H14,True
227532,AAECS,09:15,H15,True
233807,AAECS,09:15,H16,True
233341,AAECS,09:15,I1,True
232730,AAECS,09:15,I2,True
231938,AAECS,09:15,I3,True
233861,AAECS,09:15,I4,True
231059,AAECS,09:15,I5,True
227748,AAECS,09:15,I6,True
230575,AAECS,09:15,I7,True
233881,AAECS,09:15,I8,True
227532,AAECS,09:15,I9,True
233462,AAECS,09:15,I10,True
233530,AAECS,09:15,I11,True
232014,AAECS,09:15,I12,True
232898,AAECS,09:15,I13,True
216918,AAECS,09:15,I14,True
233414,AAECS,09:15,I15,True
232097,AAECS,09:15,I16,True
233530,AAECS,09:15,J1,True
230575,AAECS,09:15,J2,True
232218,AAECS,09:15,J3,True
231976,AAECS,09:15,J4,True
230575,AAECS,09:15,J5,True
232730,AAECS,09:15,J6,True
232154,AAECS,09:15,J7,True
233530,AAECS,09:15,J8,True
231534,AAECS,09:15,J9,True
231675,AAECS,09:15,J10,True
23292,AAECS,09:15,J11,True
185727,AAECS,09:15,J12,True
233347,AAECS,09:15,J13,True
232154,AAECS,09:15,J14,True
232282,AAECS,09:15,J15,True
50896,AAECS,09:15,J16,True
233347,AAECS,09:15,K1,True
232701,AAECS,09:15,K2,True
233633,AAECS,09:15,K3,True
233341,AAECS,09:15,K4,True
232218,AAECS,09:15,K5,True
233759,AAECS,09:15,K6,True
231120,AAECS,09:15,K7,True
233634,AAECS,09:15,K8,True
233881,AAECS,09:15,K9,True
232580,AAECS,09:15,K10,True
232014,AAECS,09:15,K11,True
227532,AAECS,09:15,K12,True
232014,AAECS,09:15,K13,True
233414,AAECS,09:15,K14,True
233414,AAECS,09:15,K15,True
231059,AAECS,09:15,K16,True
232580,AAECS,09:15,L1,True
231997,AAECS,09:15,L2,True
233549,AAECS,09:15,L3,True
233341,AAECS,09:15,L4,True
233473,AAECS,09:15,L5,True
233462,AAECS,09:15,L6,True
23292,AAECS,09:15,L7,True
232297,AAECS,09:15,L8,True
231938,AAECS,09:15,L9,True
233759,AAECS,09:15,L10,True
233473,AAECS,09:15,L11,True
231976,AAECS,09:15,L12,True
233893,AAECS,09:15,L13,True
231120,AAECS,09:15,L14,True
232432,AAECS,09:15,L15,True
2023,AAECS,09:15,L16,True
232580,AAECS,09:15,M1,True
233549,AAECS,09:15,M2,True
227532,AAECS,09:15,M3,True
232271,AAECS,09:15,M4,True
232154,AAECS,09:15,M5,True
232141,AAECS,09:15,M6,True
2023,AAECS,09:15,M7,True
232701,AAECS,09:15,M8,True
233634,AAECS,09:15,M9,True
233161,AAECS,09:15,M10,True
232271,AAECS,09:15,M11,True
232432,AAECS,09:15,M12,True
233549,AAECS,09:15,M13,True
231997,AAECS,09:15,M14,True
233893,AAECS,09:15,M15,True
233197,AAECS,09:15,M16,True
232580,AAECS,20:30,A1,False
185727,AAECS,20:30,A2,False
99112,AAECS,20:30,A3,False
232432,AAECS,20:30,A4,False
232097,AAECS,20:30,A5,False
232577,AAECS,20:30,A6,False
231675,AAECS,20:30,A7,False
233633,AAECS,20:30,A8,False
231938,AAECS,20:30,A9,False
233161,AAECS,20:30,A10,False
232271,AAECS,20:30,A11,False
233633,AAECS,20:30,A12,False
231997,AAECS,20:30,A13,False
231938,AAECS,20:30,A14,False
231997,AAECS,20:30,A15,False
231120,AAECS,20:30,A16,False
232701,AAECS,20:30,B1,False
232141,AAECS,20:30,B2,False
233414,AAECS,20:30,B3,False
233549,AAECS,20:30,B4,False
232701,AAECS,20:30,B5,False
232014,AAECS,20:30,B6,False
233893,AAECS,20:30,B7,False
233861,AAECS,20:30,B8,False
231534,AAECS,20:30,B9,False
233861,AAECS,20:30,B10,False
23292,AAECS,20:30,B11,False
231675,AAECS,20:30,B12,False
232024,AAECS,20:30,B13,False
233759,AAECS,20:30,B14,False
233861,AAECS,20:30,B15,False
233633,AAECS,20:30,B16,False
232580,AAECS,20:30,C1,False
233807,AAECS,20:30,C2,False
232432,AAECS,20:30,C3,False
233633,AAECS,20:30,C4,False
233549,AAECS,20:30,C5,False
233549,AAECS,20:30,C6,False
231938,AAECS,20:30,C7,False
185727,AAECS,20:30,C8,False
233462,AAECS,20:30,C9,False
232297,AAECS,20:30,C10,False
231938,AAECS,20:30,C11,False
232097,AAECS,20:30,C12,False
233634,AAECS,20:30,C13,False
232730,AAECS,20:30,C14,False
227748,AAECS,20:30,C15,False
231714,AAECS,20:30,C16,False
233347,AAECS,20:30,D1,False
233634,AAECS,20:30,D2,False
50896,AAECS,20:30,D3,False
233161,AAECS,20:30,D4,False
231938,AAECS,20:30,D5,False
232024,AAECS,20:30,D6,False
227748,AAECS,20:30,D7,False
232730,AAECS,20:30,D8,False
233197,AAECS,20:30,D9,False
233473,AAECS,20:30,D10,False
232432,AAECS,20:30,D11,False
233530,AAECS,20:30,D12,False
233759,AAECS,20:30,D13,False
233861,AAECS,20:30,D14,False
232097,AAECS,20:30,D15,False
231675,AAECS,20:30,D16,False
233861,AAECS,20:30,E1,False
232730,AAECS,20:30,E2,False
232024,AAECS,20:30,E3,False
232701,AAECS,20:30,E4,False
230575,AAECS,20:30,E5,False
231534,AAECS,20:30,E6,False
233414,AAECS,20:30,E7,False
233414,AAECS,20:30,E8,False
232577,AAECS,20:30,E9,False
231675,AAECS,20:30,E10,False
231120,AAECS,20:30,E11,False
232730,AAECS,20:30,E12,False
231938,AAECS,20:30,E13,False
233462,AAECS,20:30,E14,False
233414,AAECS,20:30,E15,False
232282,AAECS,20:30,E16,False
233347,AAECS,20:30,F1,False
233530,AAECS,20:30,F2,False
232218,AAECS,20:30,F3,False
227748,AAECS,20:30,F4,False
227532,AAECS,20:30,F5,False
2023,AAECS,20:30,F6,False
233549,AAECS,20:30,F7,False
233161,AAECS,20:30,F8,False
232297,AAECS,20:30,F9,False
199151,AAECS,20:30,F10,False
232730,AAECS,20:30,F11,False
233473,AAECS,20:30,F12,False
231938,AAECS,20:30,F13,False
199151,AAECS,20:30,F14,False
232141,AAECS,20:30,F15,False
233414,AAECS,20:30,F16,False
50896,AAECS,20:30,G1,False
233633,AAECS,20:30,G2,False
233881,AAECS,20:30,G3,False
233807,AAECS,20:30,G4,False
231714,AAECS,20:30,G5,False
233197,AAECS,20:30,G6,False
231976,AAECS,20:30,G7,False
233530,AAECS,20:30,G8,False
233197,AAECS,20:30,G9,False
231997,AAECS,20:30,G10,False
233861,AAECS,20:30,G11,False
231938,AAECS,20:30,G12,False
232141,AAECS,20:30,G13,False
232580,AAECS,20:30,G14,False
230575,AAECS,20:30,G15,False
232014,AAECS,20:30,G16,False
231997,AAECS,20:30,H1,False
232271,AAECS,20:30,H2,False
2023,AAECS,20:30,H3,False
231675,AAECS,20:30,H4,False
231534,AAECS,20:30,H5,False
232580,AAECS,20:30,H6,False
227748,AAECS,20:30,H7,False
99112,AAECS,20:30,H8,False
23292,AAECS,20:30,H9,False
232898,AAECS,20:30,H10,False
231675,AAECS,20:30,H11,False
231976,AAECS,20:30,H12,False
233473,AAECS,20:30,H13,False
231938,AAECS,20:30,H14,False
232297,AAECS,20:30,H15,False
199151,AAECS,20:30,H16,False
99112,AAECS,20:30,I1,False
233634,AAECS,20:30,I2,False
232297,AAECS,20:30,I3,False
233530,AAECS,20:30,I4,False
233347,AAECS,20:30,I5,False
233893,AAECS,20:30,I6,False
232024,AAECS,20:30,I7,False
232580,AAECS,20:30,I8,False
231059,AAECS,20:30,I9,False
185727,AAECS,20:30,I10,False
233414,AAECS,20:30,I11,False
232271,AAECS,20:30,I12,False
232141,AAECS,20:30,I13,False
199151,AAECS,20:30,I14,False
233347,AAECS,20:30,I15,False
232271,AAECS,20:30,I16,False
232577,AAECS,20:30,J1,False
233549,AAECS,20:30,J2,False
199151,AAECS,20:30,J3,False
233473,AAECS,20:30,J4,False
99112,AAECS,20:30,J5,False
231997,AAECS,20:30,J6,False
23292,AAECS,20:30,J7,False
232218,AAECS,20:30,J8,False
233462,AAECS,20:30,J9,False
23292,AAECS,20:30,J10,False
232218,AAECS,20:30,J11,False
231938,AAECS,20:30,J12,False
232898,AAECS,20:30,J13,False
232580,AAECS,20:30,J14,False
231675,AAECS,20:30,J15,False
23292,AAECS,20:30,J16,False
233473,AAECS,20:30,K1,False
232297,AAECS,20:30,K2,False
233893,AAECS,20:30,K3,False
231534,AAECS,20:30,K4,False
233807,AAECS,20:30,K5,False
231534,AAECS,20:30,K6,False
232271,AAECS,20:30,K7,False
233881,AAECS,20:30,K8,False
232577,AAECS,20:30,K9,False
227748,AAECS,20:30,K10,False
50896,AAECS,20:30,K11,False
231714,AAECS,20:30,K12,False
232271,AAECS,20:30,K13,False
199151,AAECS,20:30,K14,False
230575,AAECS,20:30,K15,False
233473,AAECS,20:30,K16,False
232297,AAECS,20:30,L1,False
233347,AAECS,20:30,L2,False
233861,AAECS,20:30,L3,False
232282,AAECS,20:30,L4,False
185727,AAECS,20:30,L5,False
232271,AAECS,20:30,L6,False
232014,AAECS,20:30,L7,False
232432,AAECS,20:30,L8,False
233161,AAECS,20:30,L9,False
232730,AAECS,20:30,L10,False
50896,AAECS,20:30,L11,False
232154,AAECS,20:30,L12,False
233881,AAECS,20:30,L13,False
232218,AAECS,20:30,L14,False
233807,AAECS,20:30,L15,False
232432,AAECS,20:30,L16,False
233633,AAECS,20:30,M1,False
233347,AAECS,20:30,M2,False
50896,AAECS,20:30,M3,False
232014,AAECS,20:30,M4,False
231059,AAECS,20:30,M5,False
231938,AAECS,20:30,M6,False
232577,AAECS,20:30,M7,False
233861,AAECS,20:30,M8,False
232154,AAECS,20:30,M9,False
233759,AAECS,20:30,M10,False
233473,AAECS,20:30,M11,False
233341,AAECS,20:30,M12,False
185727,AAECS,20:30,M13,False
233161,AAECS,20:30,M14,False
231976,AAECS,20:30,M15,False
233347,AAECS,20:30,M16,False
232154,AAECS,18:20,A1,False
227532,AAECS,18:20,A2,False
231938,AAECS,18:20,A3,False
2023,AAECS,18:20,A4,False
233861,AAECS,18:20,A5,False
233759,AAECS,18:20,A6,False
231120,AAECS,18:20,A7,False
232701,AAECS,18:20,A8,False
232432,AAECS,18:20,A9,False
232730,AAECS,18:20,A10,False
23292,AAECS,18:20,A11,False
231938,AAECS,18:20,A12,False
232898,AAECS,18:20,A13,False
231997,AAECS,18:20,A14,False
232024,AAECS,18:20,A15,False
231997,AAECS,18:20,A16,False
233473,AAECS,18:20,B1,False
233161,AAECS,18:20,B2,False
227532,AAECS,18:20,B3,False
233634,AAECS,18:20,B4,False
50896,AAECS,18:20,B5,False
99112,AAECS,18:20,B6,False
233861,AAECS,18:20,B7,False
233549,AAECS,18:20,B8,False
231976,AAECS,18:20,B9,False
232282,AAECS,18:20,B10,False
233633,AAECS,18:20,B11,False
2023,AAECS,18:20,B12,False
232271,AAECS,18:20,B13,False
231938,AAECS,18:20,B14,False
231714,AAECS,18:20,B15,False
216918,AAECS,18:20,B16,False
231059,AAECS,18:20,C1,False
232898,AAECS,18:20,C2,False
232014,AAECS,18:20,C3,False
231997,AAECS,18:20,C4,False
232141,AAECS,18:20,C5,False
233197,AAECS,18:20,C6,False
232282,AAECS,18:20,C7,False
233549,AAECS,18:20,C8,False
232097,AAECS,18:20,C9,False
233341,AAECS,18:20,C10,False
227748,AAECS,18:20,C11,False
231976,AAECS,18:20,C12,False
233759,AAECS,18:20,C13,False
233633,AAECS,18:20,C14,False
233861,AAECS,18:20,C15,False
232024,AAECS,18:20,C16,False
233807,AAECS,18:20,D1,False
232432,AAECS,18:20,D2,False
185727,AAECS,18:20,D3,False
233473,AAECS,18:20,D4,False
233462,AAECS,18:20,D5,False
232014,AAECS,18:20,D6,False
232271,AAECS,18:20,D7,False
231120,AAECS,18:20,D8,False
232024,AAECS,18:20,D9,False
232097,AAECS,18:20,D10,False
216918,AAECS,18:20,D11,False
233161,AAECS,18:20,D12,False
233462,AAECS,18:20,D13,False
232271,AAECS,18:20,D14,False
185727,AAECS,18:20,D15,False
233633,AAECS,18:20,D16,False
233881,AAECS,18:20,E1,False
232024,AAECS,18:20,E2,False
231997,AAECS,18:20,E3,False
233347,AAECS,18:20,E4,False
233462,AAECS,18:20,E5,False
232701,AAECS,18:20,E6,False
233347,AAECS,18:20,E7,False
231534,AAECS,18:20,E8,False
232282,AAECS,18:20,E9,False
233549,AAECS,18:20,E10,False
233414,AAECS,18:20,E11,False
231714,AAECS,18:20,E12,False
233633,AAECS,18:20,E13,False
232271,AAECS,18:20,E14,False
233881,AAECS,18:20,E15,False
232730,AAECS,18:20,E16,False
232432,AAECS,18:20,F1,False
232580,AAECS,18:20,F2,False
232701,AAECS,18:20,F3,False
232141,AAECS,18:20,F4,False
233473,AAECS,18:20,F5,False
231675,AAECS,18:20,F6,False
2023,AAECS,18:20,F7,False
232271,AAECS,18:20,F8,False
232014,AAECS,18:20,F9,False
227748,AAECS,18:20,F10,False
231120,AAECS,18:20,F11,False
232282,AAECS,18:20,F12,False
233341,AAECS,18:20,F13,False
231120,AAECS,18:20,F14,False
233881,AAECS,18:20,F15,False
232577,AAECS,18:20,F16,False
232097,AAECS,18:20,G1,False
233861,AAECS,18:20,G2,False
233807,AAECS,18:20,G3,False
232218,AAECS,18:20,G4,False
233881,AAECS,18:20,G5,False
232271,AAECS,18:20,G6,False
99112,AAECS,18:20,G7,False
232141,AAECS,18:20,G8,False
231714,AAECS,18:20,G9,False
232297,AAECS,18:20,G10,False
233549,AAECS,18:20,G11,False
233530,AAECS,18:20,G12,False
232271,AAECS,18:20,G13,False
232014,AAECS,18:20,G14,False
231675,AAECS,18:20,G15,False
232024,AAECS,18:20,G16,False
233634,AAECS,18:20,H1,False
233881,AAECS,18:20,H2,False
232297,AAECS,18:20,H3,False
99112,AAECS,18:20,H4,False
232024,AAECS,18:20,H5,False
232730,AAECS,18:20,H6,False
230575,AAECS,18:20,H7,False
227532,AAECS,18:20,H8,False
199151,AAECS,18:20,H9,False
232014,AAECS,18:20,H10,False
233341,AAECS,18:20,H11,False
185727,AAECS,18:20,H12,False
2023,AAECS,18:20,H13,False
231059,AAECS,18:20,H14,False
233530,AAECS,18:20,H15,False
232271,AAECS,18:20,H16,False
233881,AAECS,18:20,I1,False
50896,AAECS,18:20,I2,False
233861,AAECS,18:20,I3,False
233633,AAECS,18:20,I4,False
232154,AAECS,18:20,I5,False
231714,AAECS,18:20,I6,False
233473,AAECS,18:20,I7,False
232580,AAECS,18:20,I8,False
232024,AAECS,18:20,I9,False
216918,AAECS,18:20,I10,False
233161,AAECS,18:20,I11,False
233807,AAECS,18:20,I12,False
199151,AAECS,18:20,I13,False
233347,AAECS,18:20,I14,False
2023,AAECS,18:20,I15,False
233197,AAECS,18:20,I16,False
233759,AAECS,18:20,J1,False
231534,AAECS,18:20,J2,False
232154,AAECS,18:20,J3,False
232154,AAECS,18:20,J4,False
99112,AAECS,18:20,J5,False
233473,AAECS,18:20,J6,False
231997,AAECS,18:20,J7,False
233633,AAECS,18:20,J8,False
233861,AAECS,18:20,J9,False
231675,AAECS,18:20,J10,False
233530,AAECS,18:20,J11,False
231059,AAECS,18:20,J12,False
231714,AAECS,18:20,J13,False
233473,AAECS,18:20,J14,False
231534,AAECS,18:20,J15,False
232097,AAECS,18:20,J16,False
231976,AAECS,18:20,K1,False
233633,AAECS,18:20,K2,False
231120,AAECS,18:20,K3,False
199151,AAECS,18:20,K4,False
233530,AAECS,18:20,K5,False
233414,AAECS,18:20,K6,False
232432,AAECS,18:20,K7,False
232577,AAECS,18:20,K8,False
50896,AAECS,18:20,K9,False
233530,AAECS,18:20,K10,False
232577,AAECS,18:20,K11,False
233633,AAECS,18:20,K12,False
233473,AAECS,18:20,K13,False
50896,AAECS,18:20,K14,False
233549,AAECS,18:20,K15,False
227532,AAECS,18:20,K16,False
232898,AAECS,18:20,L1,False
232730,AAECS,18:20,L2,False
233473,AAECS,18:20,L3,False
232577,AAECS,18:20,L4,False
231714,AAECS,18:20,L5,False
233807,AAECS,18:20,L6,False
232014,AAECS,18:20,L7,False
231997,AAECS,18:20,L8,False
233893,AAECS,18:20,L9,False
233197,AAECS,18:20,L10,False
232154,AAECS,18:20,L11,False
231534,AAECS,18:20,L12,False
231997,AAECS,18:20,L13,False
233347,AAECS,18:20,L14,False
233341,AAECS,18:20,L15,False
232014,AAECS,18:20,L16,False
231938,AAECS,18:20,M1,False
232898,AAECS,18:20,M2,False
231997,AAECS,18:20,M3,False
232282,AAECS,18:20,M4,False
